Region,FONUM,FOSHORT,Loc,LNAME,Asset,Class,Desc,Type,Acquire,Effective,SerialNum,Years_in_Storage,Month,Age,Age_int,Years_in_Storage_int
Japan,22,ZAMA,958,ZFO STORAGE,336800,60,WMS BLADE MULTI CHEST 5,1868,,,336800-5091321,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336430,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336430-642991,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336799,60,WMS BLADE MULTI CHEST 5,1868,,,336799-5091322,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,335783,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,335783-346813,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336712,60,WMS BLADE MULTI CHEST 5,1868,,,336712-5077844,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336798,60,WMS BLADE MULTI CHEST 2,1856,,,336798-5091329,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336770,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336770-669528,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336768,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336768-668853,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336737,60,BAL PRO CURVE QHBG (MLP),3216,,,336737-B150734267,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336736,60,BAL PRO CURVE QHBG (MLP),3216,,,336736-B150734268,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336731,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336731-658758,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336730,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,336730-658757,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336729,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336729-658756,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336728,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336728-658755,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336727,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,336727-658754,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336726,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336726-658753,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336725,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,336725-658752,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336724,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336724-658751,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336723,60,WMS BLADE MULTI CHEST 6,1869,,,336723-5091330,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336715,60,WMS BLADE MULTI CHEST 6,1869,,,336715-5077945,,January 2024,,,0
Japan,22,ZAMA,958,ZFO STORAGE,336713,60,WMS BLADE MULTI CHEST 6,1869,,,336713-5077944,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337352,60,BAL PRO CURVE QH B&W FGF,3202,,,337352-B170502949,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337353,60,BAL PRO CURVE W/BANG WFFG,3206,,,337353-B170502943,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337354,60,BAL PRO CURVE QHWR FGF,3204,,,337354-B170502938,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337356,60,BAL PRO CURVE QHTB7'S 300M MLP,3211,,,337356-B170502937,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337358,60,BAL PRO CURVE QHWR FGF,3204,,,337358-B170502941,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337516,60,IGT CRYSTAL/DUAL MULTI 701,1950,,,337516-2384711,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337504,60,BAL PRO CURVE QHTB7's FGF,3201,,,337504-B170502936,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337505,60,BAL PRO CURVE QHTB7'S 300M MLP,3211,,,337505-B170502939,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337350,60,BAL PRO CURVE QH B&W FGF,3202,,,337350-B170502950,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337506,60,BAL PRO CURVE QHWR FGF,3204,,,337506-B170502940,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336815,60,NOV NOVOSTAR 4ST SLANT M-DENOM,4021,,,336815-669186,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337368,60,BAL PRO CURVE QHBW 300MAX MLP,3215,,,337368-B170502948,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337347,60,BAL PRO CURVE W/BANG JBB,3205,,,337347-B170502944,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337346,60,BAL PRO CURVE QH B&W FGF,3202,,,337346-B170502947,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336831,60,NOV NOVOSTAR 6ST SLANT M-DENOM,4023,,,336831-669202,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336824,60,NOV NOVOSTAR 6ST SLANT M-DENOM,4023,,,336824-669195,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337517,60,IGT CRYSTAL/DUAL MULTI 702,1951,,,337517-2384748,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336816,60,NOV NOVOSTAR 5ST SLANT M-DENOM,4022,,,336816-669187,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337546,60,IGT CRYSTAL C - MULTI PUS 028,1978,,,337546-2421862,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336660,70,ITC Smart Card Dispenser,1018,,,336660-0801270,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336570,60,WMS BLADE MULTI CHEST 4,1867,,,336570-5105411,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336569,60,WMS BLADE MULTI CHEST 6,1869,,,336569-5105418,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336568,60,WMS BLADE MULTI CHEST 6,1869,,,336568-5105421,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336567,60,WMS BLADE MULTI CHEST 6,1869,,,336567-5105416,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336566,60,WMS BLADE MULTI CHEST 3,1866,,,336566-5105410,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336818,60,NOV NOVOSTAR 1ST SLANT M-DENOM,4019,,,336818-669189,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338076,60,IGT CRYSTAL D - MULTI USW00U,1970,,,338076-2469248,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333775,60,IGT iGAME CARNIVAL MYS 243 01,580,,,333775-1384412,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336547,60,ITE MEDUSA,3422,,,336547-15111306,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338520,60,AIN A743 T SPIRIT DRG(MLP-MYS),2274,,,338520-XAR711497,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338519,60,AIN A743 T SPIRIT PHX(MLP-MYS),2278,,,338519-XAR711496,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338518,60,AIN A743 CSG A DRAGON(MLP-MYS),2270,,,338518-XAR711494,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338517,60,AIN A743 CSG M SPIRIT(MLP-MYS),2266,,,338517-XAR711495,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338516,60,IGT PK49S - PROSP LINK - DSC,1898,,,338516-EU0008195,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338515,60,IGT PK49S - MOL - TREASURE OAS,1894,,,338515-EU0008227,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338514,60,IGT PK49S - MOL - ENCH PALACE,1895,,,338514-EU0008221,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338513,60,IGT PK49S - PROSP LINK - RJDJ,1899,,,338513-EU0008180,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337528,60,NOV CONCURVE ED 4,3092,,,337528-735503,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338511,60,IGT PK49U - MOL - TREASURE OAS,1896,,,338511-EU0008249,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337518,60,IGT CRYSTAL/DUAL MULTI 701,1950,,,337518-2384707,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338074,60,IGT CRYSTAL D - MULTI USW089,1986,,,338074-2468377,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337910,60,AIN/A560 MULTI WIN13 (SAP),1376,,,337910-XAR672761,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337907,60,WMS BLADE MULTI CHEST 3,1866,,,337907-5105407,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337903,60,WMS BLADE MULTI CHEST 6,1869,,,337903-5105420,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337550,60,IGT CRYSTAL C - MULTI PUS 028,1978,,,337550-2421861,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337548,60,IGT AXXIS 23/23 HD4,1928,,,337548-2391334,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337543,60,IGT AXXIS 23/23 HD3,1927,,,337543-2391335,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337527,60,NOV CONCURVE ED 4,3092,,,337527-735502,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337524,60,IGT CRYSTAL/DUAL MULTI 701,1950,,,337524-2384709,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337523,60,IGT CRYSTAL/DUAL MULTI 702,1951,,,337523-2384749,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,337520,60,IGT CRYSTAL/DUAL MULTI 702,1951,,,337520-2384750,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,338512,60,IGT PK49U - MOL - ENCH PALACE,1897,,,338512-EU0008236,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333464,70,ITC Smart Card Dispenser,1018,,,333464-23721,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334910,70,ITC Smart Card Dispenser,1018,,,334910-490533633,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334191,60,IGT iGAME CARNIVAL MYS 243 01,580,,,334191-1407566,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336546,60,ITE SAFARI RAMPAGE,3423,,,336546-15111305,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334172,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,334172-1407547,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334165,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,334165-1407551,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334153,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,334153-1407570,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333766,60,IGT iGAME CARNIVAL MYS 243 01,580,,,333766-1384403,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333758,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,333758-1384395,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333757,60,IGT iGAME CARNIVAL MYS 243 01,580,,,333757-1384394,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333698,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,333698-1384180,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334964,70,DIEBOLD ACM,9001,,,334964-R106205-38899,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333675,60,IGT WILD WOLF 50L 5C .01,1599,,,333675-1383893,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,334183,60,IGT iGAME AZTEC TEMPLE 243 01,579,,,334183-1407559,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333376,70,DIEBOLD ACM,9001,,,333376-R106205-38746,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333373,70,DIEBOLD ACM,9001,,,333373-R106205-37930,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333368,70,ITC Smart Card Dispenser,1018,,,333368-26991,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333366,70,ITC Smart Card Dispenser,1018,,,333366-26987,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333213,70,DIEBOLD ACM,9001,,,333213-R10620538914,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,332941,70,DIEBOLD ACM,9001,,,332941-R10620538262,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132986,740,IBM SUREPOS 4852,2038,,,132986-41D3306,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132985,740,IBM SUREPOS 4852,2038,,,132985-41D3358,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132976,740,IBM SUREPOS 4852,2038,,,132976-41D3302,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132974,740,IBM SUREPOS 4852,2038,,,132974-41D3176,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,132971,740,IBM SUREPOS 4852,2038,,,132971-41D0109,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,333679,60,IGT GAME KING CL IFACE 210,228,,,333679-1383897,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336432,60,NOV PREM V+ 3ST MULTI-DENOM,4008,,,336432-643002,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336545,60,ITE GATORS,3420,,,336545-15111304,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336544,60,BAL V22/22 MULTI GAME SUITE 2,3227,,,336544-B150734305,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336542,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336542-658750,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336541,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336541-658749,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336540,60,NOV PREM V+ 3ST MULTI-DENOM,4008,,,336540-658748,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336539,60,NOV PREM V+ 3ST MULTI-DENOM,4008,,,336539-658747,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336534,60,WMS BLADE MULTI CHEST 2,1856,,,336534-5077259,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336447,60,WMS BLADE MULTI CHEST 2,1856,,,336447-5091350,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336152,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336152-346825,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336426,60,NOV PREM V+ 3ST MULTI-DENOM,4008,,,336426-642990,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336422,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336422-643003,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336421,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336421-643001,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336363,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336363-454016,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336154,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336154-346823,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336533,60,WMS BLADE MULTI CHEST 6,1869,,,336533-5077265,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336166,60,NOV PREM V+ 4ST MULTI-DENOM,4009,,,336166-346862,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336420,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336420-642999,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336384,60,NOV PREM V+ 3ST MULTI-DENOM,4008,,,336384-446999,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336391,60,NOV PREM V+ 3ST MULTI-DENOM,4008,,,336391-447006,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336413,60,NOV NOVOSTAR 3ST SLANT M-DENOM,4020,,,336413-641831,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336414,60,NOV NOVOSTAR 6ST SLANT M-DENOM,4023,,,336414-641832,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336418,60,NOV PREM V+ 1ST MULTI-DENOM,4007,,,336418-643000,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336419,60,NOV PREM V+ 3ST MULTI-DENOM,4008,,,336419-642992,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336398,60,BAL PRO CURVE QHBG,3200,,,336398-B141220319,,January 2024,,,0
Japan,26,OKINAWA,1103,OKINAWA F. O.,336158,60,NOV PREM V+ 3sT,3154,,,336158-346852,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,337276,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,,,337276-182951,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,340000,70,M3T ACK,9008,,,340000-223082051,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,339999,70,M3T ACK,9008,,,339999-223082050,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,339998,70,M3T ACK,9008,,,339998-223082049,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,339472,70,M3T ACK,9008,,,339472-223082047,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,337271,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,,,337271-144495,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,336284,60,NOV NOVOSTAR 1ST SLANT M-DENOM,4019,,,336284-658626,,January 2024,,,0
Japan,27,IWAKUNI,1144,IWAKUNI F. O.,339473,70,M3T ACK,9008,,,339473-223082048,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335971,60,WMS BLADE MULTI CHEST 6,1869,,,335971-5070461,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336064,60,BAL PRO CURVE QHBG (MLP),3216,,,336064-B141219249,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337553,60,BAL PRO CURVE QHTB7'S 300M MLP,3211,,,337553-B170502975,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337552,60,BAL PRO CURVE QHTB7'S 300M MLP,3211,,,337552-B170502974,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337041,60,NOV NOVOSTAR 5ST MULTI-DENOM,4017,,,337041-173342,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337037,60,NOV NOVOSTAR 1ST MULTI-DENOM,4014,,,337037-132811,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337027,60,WMS BLADE MULTI CHEST 2,1856,,,337027-5091355,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,337026,60,WMS BLADE MULTI CHEST 1,1855,,,337026-5091343,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336065,60,BAL PRO CURVE QHBG (MLP),3216,,,336065-B141219250,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335972,60,WMS BLADE MULTI CHEST 6,1869,,,335972-5070462,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335493,60,WMS BLADE MULTI CHEST 6,1869,,,335493-5077233,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,334366,60,NOV PREM V+ 5ST MULTI-DENOM,4010,,,334366-345240,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335483,60,NOV CF1+ ULT 10XA,3112,,,335483-285102,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,336111,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,336111-345266,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,334711,60,NOV CF1+ ULT 10D,3100,,,334711-221245,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,334446,60,KON CRES S/B/B VOLCANO BOUNTY,3545,,,334446-132644,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,334445,60,KON CRES S/B/B JUNGLE BOUNTY,3544,,,334445-132643,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,334410,60,BAL PRO CURVE W/BANG WFFG,3206,,,334410-B170503003,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,334409,60,BAL PRO CURVE W/BANG JBB,3205,,,334409-B170503002,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,334371,60,NOV PREM V+ 6ST MULTI-DENOM,4011,,,334371-345235,,January 2024,,,0
Europe,49,EDO LAB,1375,EUROPE DIST OFC,335494,60,WMS BLADE MULTI CHEST 1,1855,,,335494-5077239,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130635,740,IBM SUREPOS 4852,2038,,,130635-41D2741,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,131730,740,IBM SUREPOS 4852,2038,,,131730-41D2750,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,131726,740,IBM SUREPOS 4852,2038,,,131726-41D1234,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130636,740,IBM SUREPOS 4852,2038,,,130636-41D2144,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130601,740,IBM SUREPOS 4852,2038,,,130601-41C8994,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130590,740,IBM SUREPOS 4852,2038,,,130590-41D1075,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130589,740,IBM SUREPOS 4852,2038,,,130589-41D0014,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130588,740,IBM SUREPOS 4852,2038,,,130588-41D2459,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130633,740,IBM SUREPOS 4852,2038,,,130633-41D0324,,January 2024,,,0
Europe,49,EDO LAB,1468,EUROPE DIST WHSE,130637,740,IBM SUREPOS 4852,2038,,,130637-41D2688,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,339606,60,AIN A727 HAO YUN TRS (MLP-MYS),2286,,,339606-XAR711522,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337240,60,BAL V22/32 CASH SPIN QHIT MLP,3485,,,337240-B120862206,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337243,60,BAL V22/32 CASH SPIN QHIT MLP,3485,,,337243-B130481553,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337245,60,BAL V22/32 CASH SPIN QHIT MLP,3485,,,337245-B120760148,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337247,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,337247-B170502985,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337250,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,337250-B170502984,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,338137,70,M3T ACK,9008,,,338137-222011244,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,338205,60,IGT AXXIS 23/23 HD8,1930,,,338205-2257939,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,339605,60,AIN A727 HAO YUN TRS (MLP-MYS),2286,,,339605-XAR711521,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,339607,60,AIN A727 HAO YUN INGT(MLP-MYS),2282,,,339607-XAR711523,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,339608,60,AIN A727 HAO YUN INGT(MLP-MYS),2282,,,339608-XAR711524,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337238,60,KON CONC SELEXION MULTI 4,3503,,,337238-132642,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336464,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,336464-B141219225,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,338206,60,IGT AXXIS 23/23 HD8,1930,,,338206-2257936,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336453,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,336453-B141219219,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337157,60,NOV NOVOSTAR 6ST MULTI-DENOM,4018,,,337157-349089,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,337237,60,KON CONC SELEXION MULTI 3,3502,,,337237-132641,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,130618,740,IBM SUREPOS 4852,2038,,,130618-41D2131,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336452,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,336452-B141219218,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,130606,740,IBM SUREPOS 4852,2038,,,130606-41D2693,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336456,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,336456-B141219223,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336457,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,336457-B141219227,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336458,60,BAL PRO CURVE QHBG 300MAX MLP,3210,,,336458-B141219224,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336460,60,BAL V22/22 QHW RED 300MAX MLP,3250,,,336460-B141219231,,January 2024,,,0
Europe,46,VILSECK,1584,VILSECK F. O.,336463,60,BAL V22/22 QHW RED 300MAX MLP,3250,,,336463-B141219228,,January 2024,,,0
