Month,Age,Storage_0,Storage_1,Storage_2,Storage_3,Storage_5,Storage_6,Storage_7,Storage_8,Storage_9,Storage_10,Storage_11,Storage_12,Storage_16,Storage_21,Storage_22,Storage_23,Storage_24,Storage_25,Storage_28,Storage_33,Storage_38,Storage_40,Storage_56,Storage_180,Storage_333,Storage_4,Storage_14,Storage_17,Storage_18,Storage_20,Storage_26,Storage_29,Storage_32,Storage_43,Storage_135,Storage_290,Storage_13,Storage_42,Storage_54,Storage_186,Storage_337,Storage_37,Storage_65,Storage_167,Storage_168,Storage_291,Storage_292,Storage_61,Storage_173,Storage_313,Storage_27,Storage_35,Storage_51,Storage_334,Storage_41,Storage_59,Storage_165,Storage_15,Storage_19,Storage_31,Storage_109,Storage_242
February 2021,2,44,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,0.0,,,,,0.0,,,1.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,3,22,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,4,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,5,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,6,11,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,7,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,8,1,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,9,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,10,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
February 2021,11,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
